question_id,answer
262197006," No, this is a building.  The building"
262197007,          
262197008,          
262197009, A boy is walking on the sidewalk in front of
262197010,          
262197011,          
393271000," Yes, it is still snowing in the picture"
393271001," Yes, it appears to be a photo of multiple"
393271002,          
262200000," Yes, this is a birthday party for a child"
262200001," A birthday party for a child
"
262200002, The children are in front of the cake with candles
393274000," A train on the tracks
"
393274001," Yes, the train is hooked up to the tracks"
393274002," Yes, this is a train at the station
"
393274003," a train that is on the tracks
"
393274004," The train is pulling into the station
"
393274005," No, there is not smoke coming out of the"
393274006," Yes, this is a rural setting
"
393274007," Yes, the train is on the tracks
"
131131000, A cat is looking at a cat on a television
131131001,          
131131002,          
393277000," NO, there are no tour buses in this picture"
393277001," a clock tower
"
393277002," Yes, the cars are facing the same direction
"
393277003,          
393277004,          
393277005," it is 4:30pm on the clock
"
393277006," Yes, there are a lot of people milling"
393277007," Yes, it is a large building
"
393277008,          
393277009," The building is a clock tower
"
393277010," it is 6:30 in the morning
"
393277011," Yes, it rains a lot here.  The"
393277012," a clock tower
"
393277013," NO, IT IS A CLOCK
"
393277014," Yes, this is a one way street
"
393277015,          
393277016," A clock tower
"
393282000," No, the giraffe is a grown giraffe"
393282001,          
393282002," Yes, the giraffes are in the shade"
393282003,          
393282004," Yes, the giraffes are in the wild"
393282005, The giraffes are in the open pavilion
393282006,          
393282007," No, there is no body of water in the"
393282008, A giraffe and a baby giraffe are standing
393282009,          
393282010," The giraffes are in a zoo, and"
393282011," Two giraffes standing in a field
"
393284000," No, this is a snowboarder in mid"
393284001," A snowboarder in mid-air
"
393284002," A snowboarder is jumping in the air
"
393284003, A snowboarder is doing a trick in the
393284004," Yes, he is snowboarding
"
393284005," No, there is no snow on the trees
"
393284006," Yes, he is flying through the air on his"
393284007," Yes, he is flying off of the ski slope"
393284008," A snowboarder in red and yellow
"
393284009, He is jumping a snowboard over a snowy hill
393284010," A snowboarder is jumping in the air
"
393284011," Yes, he is going to land.  The"
393284012,          
393284013," A snowboarder in mid-air
"
393284014," No, he does not have goggles on
"
393284015," RED
"
393288000," This is a church
"
393288001," RED
"
393288002," RED
"
393288003," The cars are parked in front of the church
"
393288004," a church with a large clock tower
"
524361000, The bird is in the middle of the picture.
524361001," A baby bird is sitting on a metal object
"
524361002, The bird is a gray bird with a white head
74000," No, this dog is not wearing a collar
"
74001," The dog is laying on the sidewalk
"
74002," The dog is sleeping on the sidewalk
"
131152000," No, they are not wearing a wetsuit"
131152001,          
131152002,          
131152003," Yes, they are wet.  The surfer"
262227000," Yes, there are pill bottles in the office
"
262227001," A sign that says ""Welcome to the office of"
262227002," Yes, the computer is a popular model
"
262227003,          
262228000,          
262228001," to prevent theft of the bicycles
"
262228002,          
262228003," No, they are not.  They are bicycles"
262228004, The bicycles are chained to the bike racks at the
262228005," A bicycle rack on a brick sidewalk
"
262229000,          
262229001," A soccer game
"
262229002," NO, they are not professionals, but they are"
262229003,          
262229004,          
262229005,          
262229006," A soccer game
"
131159000,          
131159001," Yes, it is a real bear.  The"
131159002,          
262235000,          
262235001," A woman talking on a cell phone
"
262235002,          
262235003," A cell phone.











"
262235004," A woman talking on a cell phone
"
262235005," A woman talking on a cell phone
"
262235006," She is talking on the phone.
"
524382000,          
524382001, The dogs are in a pen.  The fence
524382002," Yes, all the dogs are looking in the same"
262242000," The tennis ball
"
262242001, A tennis ball.      
262242002," Yes, he does.  He is playing tennis"
262242003,          
262242004," No, they are just playing tennis.
"
262242005," Yes, the court is blue
"
262242006," Yes, he is playing doubles
"
262242007," Yes, both men are wearing hats
"
262242008," No, they are just playing tennis on a court"
131171000,          
131171001,          
131171002,          
262161000,          
262161001," No, it is a vintage motorcycle
"
262161002," No, it is not.  The grass is"
262161003," A motorcycle parked in a field
"
262161004,          
262161005,          
262161006," Ducati Motorcycles
"
262161007, The bike on the right is a Ducati motorcycle
262161008," The bike in the foreground has a single seat
"
262161009," No, the motorcycle is parked in the grass
"
262161010," A motorcycle parked on the grass
"
262161011,          
262161012,          
262161013, Ducati.  Ducati is a motorcycle brand
262161014," Yes, it travels often.  It is a"
262161015,          
262161016, It's a motorcycle show.  The motorcycles are
262161017," No, this is a motorcycle parked in a field"
262161018,          
262161019," Ducati motorcycle
"
262161020,          
524392000," The fridge is a metallic silver color
"
524392001," No, the light is off
"
524392002," Refrigerator
"
262262000," Yes, the time is correct.  The clock"
262262001," Yes, it is an overcast day
"
262262002," This is a clock tower
"
393338000, Red and yellow tulips in a glass vase
393338001, Tulips and roses in a vase on a
393338002, Red and yellow tulips in a glass vase
262274000," Lifeguard
"
262274001," LIFEGUARD
"
262274002," LIFEGUARD
"
262274003,          
262274004," No, it is not going to rain.
"
262274005," Yes, it is low tide
"
262274006," Yes, there are palm trees on the board
"
262274007," No, it is not cloudy.
"
262275000,          
262275001,          
262275002," Yes, the girl is sitting on the horse correctly"
262275003," Yes, it is an English saddle.
"
262275004," A helmet
"
133000,          
133001," Yes, it is a child's room
"
133002, A queen size mattress would be fine for this bed
131207000," Two birds on a dock
"
131207001,          
131207002," No, the birds are standing on the dock
"
131207003," Yes, the water looks calm.  The birds"
131207004," The birds are white.









"
131207005,          
131207006, The bench is white.  The birds are white
131207007," No, these are two egrets standing on a"
136000," No, this is a zoo.  The gir"
136001,          
136002," A giraffe in a zoo enclosure
"
139000," She is preparing a meal in the kitchen
"
139001,          
139002,          
139003,          
262284000,          
262284001," A bathroom with a shower and a tub
"
262284002," No, the floor is not tilted
"
262284003, This is a bathroom with a shower and a tub
143000, The birds are brown and gray.  The tips
143001,          
143002, A lot of birds are black.  The birds
240323000," No, it is a plate of fruit and vegetables"
240323001," No, this is a meal for a carnivore"
240323002," Avocado
"
524436000," NO, this is a man sitting on this bench"
524436001," On a bench in a city
"
524436002," Yes, there are cars in the picture
"
524436003," A man and woman are sitting on a bench
"
524436004," No, it is not raining.  The couple"
524436005," Yes, they are a couple.  They are"
393372000,          
393372001,          
393372002,          
393372003,          
393372004," NO, she is not smiling
"
393372005,          
393372006,          
393372007," a nose ring
"
393372008,          
393372009,          
393372010," PURPLE!
"
393372011," A black shirt with a polka dot tie
"
393372012,          
393372013," PURPLE HAIR
"
393372014, the fact that he is wearing a tie and a
393372015,          
393372016," NO, this person is wearing a tie and a"
393372017," NO, she is not looking at the camera
"
393372018,          
393372019," NO, the person does not have any facial pier"
393372020,          
393372021," NO, she is not funny.  she is"
393372022," NO, CLEAVAGE IS NOT VISIBLE
"
524450000,          
524450001,          
524450002," No, this is a bus.  The bus"
524450003," No, they are waiting for a bus to take"
524450004," A bus parked in a parking lot
"
524450005," The bus is silver
"
524450006,          
524450007," The bus is parked in a parking lot
"
524450008,          
524450009," A bus parked in a parking lot
"
524450010," Yes, there are people inside the bus
"
524450011," Yes, it is a tour bus
"
524450012," A bus with a large advertisement on the side
"
524450013," Yes, the bus is parked in a parking space"
524450014, It is a sunny day and the bus is parked
524450015,          
524450016," No, the bus is parked in the parking lot"
524450017, It is sunny and warm in the city today.
524450018," No, there is not a container available for trash"
524450019," A bus parked in a parking lot
"
524450020,          
524450021,          
524450022," Yes, the bus is on.  The bus"
524450023," A bus with a large advertisement on the side
"
524450024," The bus is parked in a parking lot
"
164000,          
164001," It is white
"
164002," Yes, the light is on in the kitchen
"
164003,          
524456000,          
524456001," NO, the person working on the computer has a"
524456002," NO, the person is not married
"
524459000, A man in a red shirt is using a laptop
524459001," He is using a laptop computer
"
524459002," NO, he is not disgusted, he is working"
436936000,          
436936001," The animal is on a tree branch
"
436936002," A black bear is climbing a tree
"
262323000," The giraffe is looking at the camera.
"
262323001, The giraffe is looking at the camera and the
262323002,          
262323003, The giraffe is looking at the camera. 
262325000,          
262325001,          
262325002," Yes, the vegetables are cooked
"
262325003," Broccoli, carrots, and a small piece of"
262334000," Yes, this is indoors
"
262334001, A hat.       
262334002,          
262334003,          
192000," BASEBALL
"
192001," No, he is not wearing safety gear.
"
192002," The Chicago Cubs
"
393410000," No, this is a jet plane flying in the"
393410001," The plane is flying in the sky
"
393410002," No, this was taken at sunrise
"
393410003," No, it is still bright out.
"
393410004," The plane is white
"
393410005," A passenger jet flying in the sky
"
393410006," No, there are no clouds in the sky
"
393410007," The plane is flying too low
"
393410008, The sky is blue.  The plane is white
393410009," No, there is not a seagull in"
393410010," A plane flying in the sky
"
393411000," Yes, the door is closed
"
393411001,          
393411002,          
196000,          
196001," Yes, there are lots of healthy options on the"
196002,          
196003,          
196004," Yes, it is going to be a feast
"
131273000, A Husky dog sitting in the passenger seat of
131273001," The dog is looking at the road ahead
"
131273002," The door window is open.
"
262347000," No, this is a park bench in a garden"
262347001," No, there is not a beehive in"
262347002," A bench in a garden with flowers
"
262347003," Yes, there is a bench in the garden
"
131276000," No, they are not.  The people in"
131276001,          
131276002," DOUGHNUTS
"
393421000," A bedroom with a bed, a dresser,"
393421001,          
393421002," Yes, this is a hotel room
"
393421003, A lamp in a room with a bed and a
393421004," Yes, this room has tile.  The bed"
393421005,          
393423000," Two giraffes in a field
"
393423001, The giraffes are in the middle of the
393423002," No, they are in the wild.
"
393423003," Two giraffes standing in a field
"
393423004,          
393423005, This is a scene of two giraffes in
393423006, The giraffes are standing in a field with
393423007,          
131280000," The lettering on the shirts is blue.
"
131280001,          
131280002," Yes, it is a baseball field
"
262353000,          
262353001," Yes, he is.  He is also talking"
262353002," Yes, they are friends
"
131282000,          
131282001," Yes, the food on the plate is vegetables
"
131282002," Yes, she does.  She is using the"
131282003,          
131282004," No, the food is not fried.
"
524502000," A fire hydrant in the woods
"
524502001," RED
"
524502002," The pole is for a fire hydrant
"
524502003," No, this is a red fire hydrant in"
262360000," Yes, it is a glass flower vase
"
262360001, The vase is pink.  The flowers are
262360002," Carnations in a vase on a table
"
262360003," The flower is pink
"
262360004," No, they are alive and well.  The"
262360005," No, this is not edible.  It is"
524507000,          
524507001,          
524507002," Yes, it will.     "
131295000,          
131295001," Yes, the train is in the city
"
131295002, This is an aerial view of a train traveling down
131295003," Yes, the train is moving fast
"
131295004," A train on a track
"
131295005,          
262371000," Yes, he is ready for bed.  He"
262371001,          
262371002, A black and brown cat is sitting on a black
262371003," A cat is sitting on a black bag
"
262371004,          
262371005," The cat is looking at the camera.
"
262371006," A cat is sitting on a suitcase
"
262376000," No, they are not flowers on the umbrell"
262376001,          
262376002," Yes, it is a big building.
"
241000," A wii remote
"
241001,          
241002," A man standing on a wii game controller
"
241003," NO, they are not brothers
"
241004," RED
"
262386000,          
262386001," A toilet paper roll
"
262386002," Yes, this is a bathroom.  The toilet"
262386003," A person who is handicapped.
"
262386004," Yes, they can be used right where they are"
262386005," No, there is not a shelf above the toilet"
262386006," No, this is a toilet in a bathroom
"
262386007,          
262386008," No, it is a toilet with a seat that"
262386009,          
262386010,          
262386011,          
262386012,          
262386013," No, it is clean and tidy
"
262386014," The toilet paper roll holder.
"
262386015," No, the toilet is not complete.  The"
262386016," No toilet paper in this bathroom.
"
262386017, A small bathroom with a toilet and a roll of
262386018," No, the floor is clean.  The toilet"
262386019,          
262386020," No, this toilet does not have a lit
"
262386021," No, there is not a fire extinguisher in"
262386022," No, this is a public bathroom
"
262386023," Under the toilet paper roll
"
262386024," No, there is not a toilet brush in this"
262386025," Yes, the toilet is clean
"
262386026," No, the floor is dry.  The toilet"
262386027," Yes, but only if they are of the same"
262386028, It is a toilet made out of a metal frame
262386029," No, the toilet lid is down
"
262386030," Yes, the bathroom is clean
"
262386031," No, there is not a mirror in this bathroom"
262386032,          
262386033,          
262386034," No, it is clean and in good condition
"
262386035,          
262386036,          
262386037,          
262386038," The toilet is white
"
262386039," No, the toilet is not equipped with a lid"
262386040," It is a toilet paper holder
"
262386041," Yes, there are tiles on the wall
"
262386042,          
524533000, a double decker bus with a large advertisement on
524533001,          
524533002," A flag is in the picture
"
262391000," Yes, but the curtains are blocking the view of"
262391001," The curtains are too long for the windows
"
262391002," A television
"
262391003," The curtains are too short.
"
262391004,          
262391005,          
262391006," Yes, it is a television screen
"
524536000," he is putting on his tie
"
524536001," Yes, he is happy.  He is wearing"
524536002," Yes, he is showing off his tie
"
524536003," NO, he is holding a tie
"
524536004,          
524536005, A wedding.       
524536006," Yes, he is dressed casually
"
510657000," Yes, they are all smiling and enjoying their meal"
510657001,          
510657002,          
510657003,          
510657004,          
510657005, A group of people sitting at a table with plates
510657006,          
262396000," A chair with a hairball on it
"
262396001,          
262396002," No, this is a cat sitting on the back"
393469000," Yes, it is cold.  The snow is"
393469001," Yes, there are deciduous trees in the"
393469002,          
257000,          
257001," Yes, there is an ice cream truck in the"
257002," Yes, it is daytime.  The people are"
257003," Yes, it is real.  The dog is"
257004,          
257005,          
262404000," GREEN
"
262404001,          
262404002, The mouth of the child who is eating the cake
393478000," GREEN and WHITE
"
393478001," Yes, the train is passing through a snowy area"
393478002," Yes, there is snow on the ground
"
393478003," Yes, the train is driving through a tunnel
"
131335000," Yes, they are.  The clock on the"
131335001," Yes, this is an American city.  The"
131335002," No, the man's head is not covered
"
131335003," the grand theater
"
131335004," No, there is not a flag in this picture"
524333000,          
524333001," Yes, he is balding.
"
524333002," Yes, they are learning to eat together
"
524333003," Yes, the lights are on.
"
524333004," Yes, they are in a restaurant
"
524333005,          
262425000," No, it is cloudy and rainy.
"
262425001, The seagull is flying over the boats in
262425002," Yes, it is a nice day.  The"
262425003," Yes, it is a seagull flying over"
262425004, A seagull is flying over the boats in
283000,          
283001," A glass of wine and a bottle of wine
"
283002," Glass and bottle of wine on a table
"
283003," A glass of wine and a bottle of wine
"
283004, A bottle of wine and a glass of wine on
283005," The chair is a gray color
"
283006," Yes, it is a high quality bottle of wine"
285000," The bear is sitting in the grass
"
285001," No, it is not daytime.  It is"
285002," The bear is looking at the camera
"
524575000," No, it's not cold.  It's"
524575001,          
524575002,          
524575003, A wildebeest and two giraffes
524577000,          
524577001," No, the numbers are not Roman numerals."
524577002, it is morning.  the clock is on the
524577003,          
524577004, The building is a brick building with a clock on
524577005," It is time for a walk.
"
524577006,          
524577007,          
524577008,          
524577009,          
524577010," Yes, there is a clock tower in the photo"
524577011," This is a street in a city
"
524577012, AM.        
524577013,          
524577014," Yes, this is in a large city
"
524577015," Yes, it is a tower clock
"
524577016,          
524577017," The clock is on the side of the building
"
524577018,          
524577019,          
524577020," It is about 5:30 in the afternoon
"
524577021, The building is a brick building with a clock on
524577022,          
524577023,          
524577024, The clock is located on the side of the building
524577025," Yes, it does.  The clock is on"
524577026,"中文
"
524577027,          
524577028," No, the numbers are in Roman letters.
"
524577029,          
294000," Yes, this is the kitchen.  The man"
294001," A black machine that produces pots and pans
"
294002," Yes, they are.  They are cooking."
294003,          
294004," A pot and pan rack on the wall
"
294005," Yes, it is a home kitchen
"
294006," Yes, the pots and pans are hanging on the"
294007,          
294008,          
294009, The hand is pointing to the pots and pans hanging
294010," No, he is not cooking at home.
"
294011, A man in a gray shirt standing in a kitchen
294012," a kitchen
"
294013,          
294014, A man in a kitchen holding a pot and a
294015,          
393511000," Yes, they are dining together
"
393511001,          
393511002," NO, there are no toothpicks on the"
262440000," The toilet seat is up
"
262440001," White
"
262440002,          
262440003,          
262440004," White towels in a white bathroom
"
262440005," No, the walls are not tiled
"
262440006," No, this is a bathroom with a tub and"
262440007," No, it is white.
"
262440008," No, there is not a TV in this room"
262440009," No, they are not plain.  They are"
262440010," White
"
262440011," Yes, the faucet is visible in this"
262440012,          
262440013," This is a bathroom
"
393513000," Yes, he is skateboarding on a fence
"
393513001," Yes, it is sunny.  The sun is"
393513002, The sun is shining from the top of the fence
393513003," Yes, it is warm in this photo.
"
393513004, The giraffe is doing a trick on a skate
393513005," A hat.



					"
393523000," No, this is not a swimming pool. "
393523001," No, no one is crossing the bridge
"
393523002," No, it is not cloudy.  It is"
393523003," london, england
"
393523004," No, it is not a bus crossing the bridge"
524601000,          
524601001," Yes, they are in contemporary dress.
"
524601002," The wii
"
524601003,          
524601004," NO, they are playing a video game
"
524601005,          
524601006," Yes, they are college students
"
524601007,          
524601008,          
524601009," They are playing a video game
"
524601010," NO, they are not wearing ties
"
524601011," Yes, this is indoors.
"
524601012,          
131386000," The jets are blue and yellow
"
131386001,          
131386002," Yes, they are fast.  The planes are"
262460000," A display of shirts and ties
"
262460001, A tie.       
262460002," No, it was folded and stacked.
"
131390000," Yes, it is afternoon.  The cows are"
131390001," Yes, it is relaxing.  The animals are"
131390002," A herd of cattle in a field
"
131390003,          
262466000," Yes, they are fresh.  The flowers are"
262466001, A vase with a bunch of flowers in it
262466002,          
262466003," Yes, there are some roses in the vase"
262466004," The walls are blue
"
262466005, The wall behind the vase is a blue wall
262466006," The twine is red and white
"
524611000,          
524611001," The building is a water tower
"
524611002," ""DYAR JUNCTION""
"
524611003," No, it is carrying oil
"
524611004, The train's shadow appears to be on the right
524611005, This is a train traveling through a wooded area
524611006," No, this is a train on a track
"
524611007," A train traveling down the tracks
"
262471000," Yes, the grass has been mowed
"
262471001," ""stop""
"
262471002," a stop sign
"
262471003," This is a residential area
"
262471004,          
262471005," yes, it is unusual
"
262471006," ""stop""
"
262471007," Yes, the stop sign is in English
"
262471008," A stop sign and street signs
"
328000,          
328001,          
328002,          
21900000, The rider is a child.  The horse is
21900001," Yes, the gate is on hinges.
"
21900002," NO, the horse is not jumping
"
21900003," No, he is not wearing a helmet
"
21900004," WHITE
"
393547000," No, the cat is looking at the reflection of"
393547001," The cat is sitting on a mirror
"
393547002,          
262476000," Yes, they are having a party
"
262476001,          
262476002,          
524621000," TWO GIRAFEES
"
524621001," Yes, they are wild animals.
"
524621002,          
524621003,          
524621004," This is a young giraffe
"
524621005," No, this is a natural exhibit.  The"
524621006," No, they cannot fly.  They are just"
524621007,          
524621008,          
524621009,          
524621010,          
524621011,          
524621012,          
524621013,          
524621014,          
524621015," Yes, there are two different types of animal
"
524621016," No, this is a safari.  The"
524621017, TWO!        
524621018,          
524621019,          
524621020," No, the giraffe is not carrying any passengers"
524621021," TWO GIRAFE'S
"
524621022," two giraffes in the wild
"
524621023," No, the animal is in the wild
"
524621024," ANIMAL, VEGETABLE OR MIN"
524621025,          
524621026,          
524621027,          
524621028," The giraffe is looking to the left
"
524621029,          
338000," No, this is a kitchen
"
338001," It's time for breakfast!
"
338002, He is preparing food for the woman in the kitchen
524627000," Yes, there are a few teenagers at the table"
524627001," NO, there is not a boy with long hair"
524627002,          
393557000,          
393557001," No, they are just standing next to each other"
393557002,          
262487000," The batter is wearing a white uniform
"
262487001,          
262487002," The man in black is the catcher
"
131416000," A sandwich with vegetables and a soda
"
131416001,          
131416002,          
131416003," a can of soda and a sandwich
"
131418000," No, this is a black and white photograph
"
131418001,          
131418002," Yes, they can get into the building. "
546191000," No, he is not flying a kite."
546191001," No, the moon is not visible in the photo"
546191002,          
546191003," No, it is a kite flying over the"
546191004, The water is calm.  The person is standing
524637000," A toilet with the lid up
"
524637001," No, there are not magazines on the toilet tank"
524637002,          
524637003, A toilet.       
524637004, The floor is tiled.  The toilet is
524637005," Yes, the toilet is clean.
"
524637006," No, this is a public restroom.
"
524637007," The toilet seat.
"
524638000," Yes, there is a boy in the park."
524638001," Yes, he is dressed for sports
"
524638002," GREEN
"
524638003," A frisbee.









"
393569000,          
393569001,          
393569002," A laptop computer
"
524642000," Yes, the room is cluttered.  The"
524642001,          
524642002,          
524642003," A lamp, a book shelf, a couch,"
524642004," Yes, the lamp is turned on
"
524642005, A lot of books.  The books are on
524642006, The lamp would be good for helping a person do
357000, The men in black are the players on the baseball
357001," Yes, it is a professional game.  The"
357002,          
359000,          
359001," Yes, it is a city.  The city"
359002,          
360000,          
360001," A snowboarder is jumping off a ramp
"
360002," Yes, the streetlamps are on.
"
262505000," Yes, the cars are on the road
"
262505001,          
262505002," No, it is not cloudy.  It is"
262505003," Yes, this is a busy street
"
262505004,          
262505005," Yes, they are at an intersection
"
393578000," No, this is a bus
"
393578001," No, it is day.  The bus is"
393578002,          
262509000," Yes, they are seaworthy.  The boats"
262509001," the building with the clock tower
"
262509002," Yes, there is a boat on the water
"
262509003," Yes, the water is clear
"
262509004,          
262509005," The boat is going to the city
"
262509006, The river is clear.  The buildings are white
262509007,          
262509008," Yes, it does look crowded.  The city"
262509009, The green boat is located in the water near the
393583000," Stop sign in arabic language
"
393583001, A stop sign.      
393583002,          
393583003," RED
"
393583004," No, this picture was taken in the United Arab"
524656000," The sink is in the kitchen, and the oven"
524656001," Yes, the dishes are hand washed here
"
524656002," No, the cabinets are opaque
"
568040000," No, the trunk is straight.
"
568040001,          
568040002,          
568040003,          
568040004," Yes, they are living in the wild
"
568040005," No, the mountains are in the foreground
"
568040006,          
262514000," No, it is not.  It is a"
262514001," Yes, she is dark haired
"
262514002,          
262514003," No, this is a toilet that is designed to"
131444000," NO!  HE HAS NOT!
"
131444001,          
131444002, I like the tie.  I like the hat
43753000,          
43753001, A banana.       
43753002,          
43753003," The man is saying ""I don't want to"
43753004," NO, he is not happy
"
43753005, A banana.       
43753006, A banana.       
43753007," NO, the man is not in real danger
"
524665000, A woman and her dog are hiking in the mountains
524665001,          
524665002," A dog
"
262522000," No, this is a beautiful sunset
"
262522001," Yes, it is tall.  The building is"
262522002," Yes, this is a night shot of a building"
131453000,          
131453001,          
131453002,          
131453003,          
131453004," No, the elephants are walking in a line
"
262531000," Yes, the skater is being watched by a"
262531001," He is skateboarding down the street
"
262531002," A person riding a skateboard down a street
"
262531003," RED
"
262531004,          
262531005," Yes, there are cars in the picture.
"
262531006," A skateboarder is riding down the street
"
262531007,          
524681000," Yes, she is standing on the beach flying a"
524681001," The sun is in the west.
"
524681002," A kite flying in the sky
"
524681003, The kite is flying in the sky. 
524681004,          
524681005,          
524681006," The grass is green.
"
395000," RED
"
395001," he is talking on his cell phone
"
395002," Yes, this is an American.  He is"
397000,          
397001,          
397002," A pizza with cheese, basil, and tomato sauce"
397003,          
400000," ""Paddle boat""
"
400001," Yes, there is a dog in the boat."
400002," A dog is on the boat
"
400003," The dog enjoys the boat ride.
"
524694000," No, the giraffe is not eating food
"
524694001," No, the giraffe is not relaxing. "
524694002," Yes, the giraffe is fully grown
"
524694003, The giraffe is leaning over the rock to eat
524702000,          
524702001," No, they are dressed for a dance party
"
524702002," Yes, they are playing video games
"
524702003," They are playing a video game
"
415000," Yes, he is right handed
"
415001,          
415002," Yes, he is a professional tennis player
"
415003," UNITED AIRLINES AVIATION
"
546203000, This is the time of year when the snow is
546203001," No, this is a snowboard
"
546203002," Yes, but you have to be careful. "
131493000,          
131493001,          
131493002, The little train is being used for a ride on
131493003,          
131493004,          
131494000,          
131494001," Yes, they do.  The man in the"
131494002," Yes, they are all wearing helmets
"
131497000," No, it is brown.
"
131497001," A big stuffed animal.


"
131497002," No, the dog is not in distress.
"
428000, A tie.       
428001," No, he's just having a birthday party
"
428002,          
393647000, the blue numbers on the bus are the stop numbers
393647001," ""The Big Chill""
"
393647002," a bus with a sign on it that says """
393647003," Yes, this is a photo of a bus in"
393647004," a bus on a city street
"
393647005,          
393647006," 381, the 38th street bus
"
262576000,          
262576001," OFF
"
262576002," Yes, the power is connected to the laptop
"
262576003,          
524725000," Yes, there is snow in the picture.
"
524725001,          
524725002,          
73000,          
73001," This is a motorcycle
"
73002," The bike is silver
"
73003,          
393659000," Yes, the lights are on in the bathroom
"
393659001,          
393659002,          
131516000," Yes, the body parts of this stuffed animal can"
131516001," No, this is a stuffed animal
"
131516002," Yes, there is a forlorn quality to"
262594000,          
262594001,          
262594002," ""Vintage Motorcycle""
"
524742000,          
524742001,          
524742002,          
131527000," No, this is raw broccoli
"
131527001," Yes, they are good for nibbling. "
131527002, Broccoli.  Broccoli is a green vegetable
131527003," Broccoli
"
393674000," Yes, this is a baseball player
"
393674001," Yes, the stands are full.  The baseball"
393674002," BASEBALL
"
393674003," BLACK
"
393674004,          
393674005," Yes, you can see home plate.  The"
459000, A camera.       
459001, A camera.       
459002," NO, there is not a camera in the picture"
459003," Yes, he did.  He is wearing a"
262605000," BLACK
"
262605001," NO, she needs more attention
"
262605002," A hat
"
262605003,          
262605004,          
262605005,          
262605006,          
262605007," No, there is not a bike in this room"
262605008," No, there is no one in the room
"
262605009," A woman in a dark room throwing a hat
"
262605010,          
262605011,          
262605012," No, this is not America.  This is"
262608000," A plate of food with broccoli, rice, and"
262608001," No, this is a meal for a grown up"
262608002," No, this is a plate of food
"
262608003,          
262608004,          
262608005,          
262608006,          
262608007,          
262608008,          
262608009,          
262609000,          
262609001," Yes, people are crossing the street in the cross"
262609002,          
262609003,          
262609004,          
262609005," Yes, there are people waiting to cross the street"
262609006,          
262609007,          
262609008,          
262609009," Yes, there are a lot of cars parked on"
262609010,          
262609011,          
262609012, No cars on the street.  The street is
262609013," Yes, it is a straight street
"
393682000, a piece of cheesecake with whipped cream and strawberries
393682001,          
393682002,          
393682003," it is a fork
"
131539000," Yes, they are skiing on the same slope
"
131539001," No, they were skiing together.
"
131539002," Yes, it has been windy.  The"
131539003," Yes, this is the morning.
"
131539004," No, they are walking up the hill.
"
131539005,          
131539006," Yes, they are having fun.  The snow"
131539007," No clouds in the sky
"
131539008," Yes, it is summer.  The sun is"
131539009," No, there are no trees visible in this image"
131539010," They are skiing down a hill
"
472000," Yes, it is an airplane flying over the water"
472001," No, the island is uninhabited
"
472002," Yes, they are water.  The plane is"
472003," The plane is a small plane
"
472004, The water rippling is the plane flying over
472005," Yes, it is a good weather for their flight"
262617000,          
262617001,          
262617002," PIZZA!
"
474000," A baseball glove
"
474001,          
474002," Yes, there is grass.
"
393692000," A table with a laptop, a phone, a"
393692001,          
393692002," Yes, the lamp is on.
"
